Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,30.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,50.0,95.0,75.0,85.0,90.0,100.0,90.0,60.0,90.0,100.0,100.0,70.0,45.0,95.0,100.0,97.0,98.0,80.0,95.0,100.0,95.0,95.0,95.0,95.0,85.0,95.0,85.0,95.0,80.0,98.0,95.0,95.0,95.0,100.0,98.0,98.0,10.0,100.0,85.0
2,30.0,100.0,98.0,100.0,100.0,100.0,80.0,100.0,100.0,98.0,100.0,50.0,95.0,80.0,85.0,95.0,100.0,95.0,60.0,95.0,100.0,98.0,75.0,45.0,95.0,100.0,95.0,98.0,85.0,100.0,100.0,100.0,100.0,95.0,100.0,85.0,95.0,83.0,95.0,85.0,100.0,95.0,95.0,100.0,100.0,95.0,92.0,20.0,100.0,85.0
3,20.0,100.0,100.0,100.0,100.0,100.0,82.0,100.0,100.0,95.0,100.0,60.0,100.0,70.0,85.0,90.0,100.0,95.0,50.0,90.0,100.0,100.0,80.0,40.0,95.0,100.0,95.0,100.0,85.0,100.0,95.0,97.0,98.0,97.0,100.0,85.0,95.0,85.0,95.0,85.0,95.0,95.0,95.0,100.0,98.0,100.0,95.0,20.0,100.0,85.0
4,10.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,95.0,100.0,60.0,100.0,80.0,90.0,95.0,100.0,90.0,45.0,90.0,100.0,95.0,80.0,45.0,97.0,100.0,98.0,100.0,80.0,100.0,95.0,100.0,100.0,95.0,98.0,90.0,95.0,89.0,95.0,85.0,98.0,99.0,95.0,100.0,100.0,100.0,95.0,20.0,100.0,85.0
5,25.0,100.0,100.0,100.0,100.0,100.0,75.0,98.0,100.0,98.0,100.0,60.0,95.0,80.0,85.0,90.0,100.0,90.0,55.0,92.0,100.0,100.0,80.0,40.0,95.0,100.0,95.0,100.0,80.0,95.0,100.0,95.0,100.0,95.0,95.0,85.0,95.0,85.0,95.0,85.0,97.0,95.0,95.0,100.0,100.0,100.0,95.0,20.0,100.0,85.0
6,20.0,100.0,100.0,98.0,100.0,100.0,70.0,98.0,100.0,100.0,100.0,50.0,100.0,70.0,85.0,90.0,100.0,95.0,55.0,92.0,100.0,98.0,75.0,40.0,97.0,100.0,95.0,100.0,85.0,100.0,100.0,95.0,100.0,95.0,95.0,85.0,95.0,85.0,95.0,85.0,98.0,97.0,95.0,98.0,100.0,98.0,95.0,10.0,100.0,85.0
7,20.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,50.0,95.0,80.0,85.0,92.0,100.0,90.0,55.0,93.0,100.0,100.0,85.0,40.0,98.0,100.0,95.0,100.0,80.0,98.0,100.0,95.0,100.0,90.0,98.0,87.0,98.0,85.0,95.0,80.0,98.0,95.0,95.0,100.0,100.0,100.0,100.0,10.0,100.0,85.0
8,30.0,100.0,100.0,100.0,100.0,100.0,80.0,98.0,100.0,100.0,100.0,50.0,100.0,80.0,85.0,90.0,100.0,95.0,40.0,95.0,100.0,100.0,85.0,35.0,95.0,100.0,98.0,100.0,85.0,95.0,100.0,95.0,100.0,95.0,100.0,85.0,95.0,85.0,95.0,85.0,98.0,95.0,98.0,98.0,100.0,100.0,95.0,10.0,100.0,85.0
9,20.0,100.0,100.0,100.0,100.0,100.0,72.0,100.0,100.0,100.0,100.0,50.0,98.0,70.0,85.0,90.0,100.0,95.0,60.0,95.0,100.0,100.0,80.0,40.0,95.0,100.0,95.0,100.0,85.0,100.0,100.0,95.0,100.0,90.0,95.0,85.0,95.0,85.0,95.0,85.0,100.0,95.0,100.0,100.0,100.0,100.0,95.0,20.0,100.0,85.0
10,30.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,50.0,100.0,85.0,85.0,90.0,100.0,95.0,50.0,92.0,100.0,100.0,85.0,40.0,95.0,100.0,98.0,100.0,80.0,100.0,100.0,95.0,100.0,95.0,95.0,85.0,95.0,85.0,95.0,85.0,100.0,98.0,97.0,100.0,98.0,100.0,95.0,0.0,100.0,88.0
