Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,75.0,100.0,100.0,90.0,100.0,100.0,98.0,90.0,100.0,100.0,100.0,90.0,90.0,70.0,40.0,45.0,80.0,90.0,45.0,100.0,100.0,80.0,80.0,50.0,95.0,95.0,100.0,98.0,95.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,88.0,85.0,80.0,85.0,95.0,98.0,95.0,90.0,50.0,85.0,55.0,10.0,100.0,100.0
2,75.0,98.0,100.0,95.0,100.0,95.0,95.0,85.0,100.0,100.0,100.0,90.0,90.0,70.0,50.0,30.0,80.0,90.0,50.0,100.0,100.0,85.0,75.0,50.0,95.0,90.0,100.0,100.0,85.0,100.0,100.0,98.0,100.0,85.0,100.0,100.0,85.0,85.0,85.0,85.0,95.0,100.0,98.0,95.0,50.0,80.0,45.0,10.0,100.0,95.0
3,75.0,100.0,100.0,95.0,95.0,100.0,97.0,90.0,100.0,100.0,100.0,95.0,90.0,70.0,50.0,30.0,90.0,90.0,45.0,100.0,100.0,85.0,75.0,60.0,95.0,90.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,90.0,100.0,95.0,87.0,85.0,80.0,80.0,95.0,100.0,95.0,90.0,50.0,80.0,50.0,10.0,100.0,98.0
4,70.0,100.0,100.0,95.0,95.0,95.0,95.0,90.0,100.0,100.0,100.0,90.0,85.0,85.0,50.0,20.0,85.0,95.0,45.0,100.0,100.0,85.0,70.0,50.0,95.0,90.0,100.0,100.0,90.0,100.0,100.0,98.0,100.0,90.0,100.0,95.0,85.0,85.0,80.0,85.0,95.0,95.0,95.0,95.0,50.0,85.0,60.0,10.0,100.0,100.0
5,70.0,100.0,100.0,95.0,100.0,95.0,98.0,90.0,100.0,100.0,100.0,95.0,90.0,80.0,50.0,40.0,90.0,90.0,55.0,100.0,100.0,80.0,75.0,40.0,95.0,90.0,100.0,95.0,90.0,100.0,100.0,98.0,100.0,85.0,95.0,98.0,85.0,85.0,80.0,85.0,95.0,98.0,97.0,90.0,30.0,80.0,50.0,10.0,100.0,98.0
6,75.0,100.0,100.0,95.0,100.0,100.0,98.0,85.0,100.0,100.0,100.0,95.0,90.0,75.0,50.0,40.0,80.0,90.0,60.0,100.0,100.0,80.0,75.0,60.0,95.0,90.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,85.0,100.0,95.0,90.0,85.0,85.0,85.0,95.0,100.0,95.0,100.0,70.0,85.0,60.0,10.0,100.0,100.0
7,75.0,98.0,100.0,95.0,100.0,95.0,98.0,90.0,100.0,100.0,100.0,90.0,90.0,75.0,45.0,40.0,80.0,90.0,40.0,100.0,100.0,90.0,80.0,60.0,95.0,90.0,100.0,98.0,90.0,100.0,100.0,98.0,100.0,90.0,100.0,95.0,90.0,85.0,85.0,85.0,95.0,100.0,95.0,90.0,60.0,85.0,40.0,10.0,100.0,100.0
8,80.0,100.0,100.0,95.0,100.0,95.0,95.0,85.0,100.0,100.0,100.0,90.0,90.0,75.0,50.0,30.0,80.0,90.0,55.0,100.0,100.0,85.0,75.0,60.0,95.0,90.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,90.0,100.0,98.0,85.0,90.0,80.0,85.0,95.0,100.0,95.0,95.0,50.0,80.0,40.0,10.0,100.0,100.0
9,70.0,100.0,95.0,95.0,100.0,100.0,95.0,85.0,100.0,100.0,100.0,90.0,85.0,80.0,40.0,30.0,85.0,90.0,60.0,100.0,95.0,85.0,75.0,50.0,95.0,95.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,85.0,100.0,95.0,85.0,85.0,85.0,85.0,95.0,100.0,98.0,95.0,50.0,85.0,40.0,10.0,100.0,100.0
10,75.0,100.0,100.0,95.0,95.0,95.0,100.0,90.0,100.0,100.0,100.0,90.0,90.0,85.0,50.0,30.0,80.0,95.0,55.0,100.0,100.0,85.0,80.0,50.0,95.0,90.0,100.0,100.0,90.0,100.0,100.0,95.0,100.0,85.0,100.0,98.0,90.0,85.0,85.0,84.0,95.0,100.0,95.0,90.0,50.0,85.0,50.0,10.0,100.0,98.0
