Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,35.0,100.0,100.0,100.0,100.0,100.0,98.0,20.0,100.0,100.0,98.0,75.0,100.0,95.0,95.0,100.0,98.0,92.0,100.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,95.0,90.0,100.0,98.0,85.0,95.0,85.0,98.0,85.0,95.0,100.0,100.0,100.0,98.0,95.0,98.0,100.0,100.0,100.0
2,30.0,0.0,100.0,100.0,100.0,100.0,98.0,0.0,100.0,98.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,98.0,95.0,85.0,95.0,85.0,95.0,97.0,98.0,100.0,98.0,95.0,100.0,100.0,100.0,100.0
3,30.0,0.0,100.0,100.0,100.0,100.0,95.0,30.0,100.0,100.0,100.0,75.0,100.0,95.0,95.0,90.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,98.0,85.0,95.0,87.0,95.0,87.0,98.0,100.0,98.0,100.0,100.0,95.0,100.0,95.0,100.0,100.0
4,40.0,100.0,100.0,100.0,98.0,100.0,0.0,100.0,100.0,0.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,92.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,85.0,95.0,85.0,95.0,85.0,95.0,98.0,98.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
5,40.0,100.0,100.0,100.0,100.0,100.0,95.0,20.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,90.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,98.0,85.0,90.0,85.0,95.0,85.0,100.0,95.0,99.0,100.0,100.0,10.0,100.0,95.0,100.0,100.0
6,30.0,98.0,100.0,100.0,98.0,100.0,98.0,98.0,100.0,98.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,85.0,95.0,98.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,90.0,85.0,95.0,85.0,95.0,98.0,98.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0
7,30.0,100.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,90.0,90.0,100.0,98.0,85.0,90.0,85.0,90.0,85.0,95.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,100.0
8,35.0,98.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,80.0,100.0,98.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,90.0,60.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,90.0,90.0,100.0,95.0,90.0,95.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0
9,40.0,100.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,98.0,100.0,70.0,100.0,95.0,97.0,100.0,100.0,95.0,100.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,98.0,90.0,85.0,95.0,85.0,95.0,100.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,100.0
10,30.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,95.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,80.0,90.0,85.0,95.0,87.0,95.0,100.0,98.0,100.0,100.0,95.0,95.0,100.0,100.0,100.0
11,35.0,100.0,100.0,100.0,98.0,100.0,95.0,98.0,100.0,100.0,100.0,85.0,100.0,95.0,95.0,30.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,97.0,95.0,85.0,90.0,85.0,95.0,95.0,98.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0
12,40.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,98.0,100.0,80.0,100.0,95.0,95.0,100.0,100.0,93.0,95.0,90.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,95.0,100.0,100.0,98.0,90.0,95.0,100.0,99.0,100.0,95.0,85.0,90.0,85.0,95.0,98.0,98.0,100.0,98.0,95.0,95.0,100.0,100.0,100.0
13,25.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,98.0,100.0,60.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,95.0,85.0,90.0,85.0,95.0,100.0,100.0,100.0,98.0,95.0,100.0,100.0,100.0,100.0
14,30.0,100.0,100.0,100.0,98.0,100.0,98.0,99.0,100.0,100.0,100.0,75.0,100.0,95.0,95.0,30.0,100.0,92.0,95.0,90.0,100.0,95.0,95.0,55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,85.0,95.0,85.0,95.0,85.0,98.0,100.0,98.0,98.0,98.0,95.0,98.0,100.0,100.0,100.0
15,30.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,100.0,98.0,100.0,75.0,100.0,95.0,95.0,100.0,100.0,85.0,100.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,85.0,95.0,80.0,90.0,84.0,98.0,98.0,98.0,100.0,100.0,10.0,95.0,98.0,100.0,100.0
16,40.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,80.0,100.0,95.0,95.0,30.0,100.0,90.0,95.0,90.0,100.0,95.0,95.0,50.0,100.0,100.0,98.0,98.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,95.0,85.0,95.0,87.0,95.0,98.0,100.0,100.0,100.0,95.0,98.0,100.0,100.0,100.0
17,30.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,75.0,98.0,95.0,95.0,100.0,100.0,93.0,95.0,95.0,100.0,95.0,95.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,98.0,100.0,88.0,95.0,85.0,85.0,85.0,98.0,100.0,98.0,100.0,98.0,98.0,100.0,98.0,100.0,100.0
18,30.0,100.0,100.0,100.0,100.0,100.0,95.0,98.0,100.0,98.0,100.0,80.0,100.0,95.0,95.0,30.0,100.0,80.0,95.0,90.0,100.0,95.0,92.0,60.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,85.0,95.0,85.0,95.0,85.0,95.0,98.0,98.0,100.0,100.0,10.0,100.0,100.0,100.0,100.0
19,35.0,98.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,50.0,100.0,95.0,95.0,100.0,100.0,90.0,95.0,95.0,100.0,95.0,95.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,90.0,100.0,100.0,85.0,95.0,85.0,95.0,85.0,95.0,100.0,98.0,100.0,98.0,95.0,100.0,100.0,100.0,100.0
