Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Com base no contexto fornecido, para a categoria de **Sargento** na Área Funcional de **Operações Especiais**, os requisitos são:  * **Escolaridade:** 12.º ano. * **Altura:** Mínimo de 156 cm para mulheres e 160 cm para homens.  *(Nota: O contexto indica ainda que ""saber nadar"" é uma condição essencial para esta área funcional.)*","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",65.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  Com base no contexto fornecido, a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **Escola de Sargentos do Exército (ESE)**, que se localiza em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  Com base no contexto fornecido, a remuneração total de um General (GEN) em 2024 é de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  Com base no contexto fornecido, a remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  De acordo com a Tabela Remuneratória dos Militares 2024 apresentada no contexto, a remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é de **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,"  Com base no contexto fornecido, o código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.",O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  De acordo com o manual, o infotipo 2003 - Substituições serve para realizar a substituição do horário de trabalho do colaborador. Além disso, neste infotipo deve também ser efetuado o registo de tolerâncias de ponto, através de um registo do subtipo 03-Tolerância de Ponto.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,98.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Com base no contexto fornecido, pode aceder ao relatório **Síntese de datas** utilizando o código de transação **S_PH0_48000450**.   Noutra secção do manual, é também referida a transação **ZHR_T_Q0016** para a ""Síntese de datas (informação do IT0019)"".  Após introduzir o código de transação no sistema, deverá preencher os campos de seleção adequados (como o período de análise, por exemplo ""Mês corrente"") e selecionar a opção **Executar** para gerar o relatório.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,90.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é **Braga, Estremoz e S. Margarida**.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, a condição essencial de altura para a área funcional Vigilância do Campo de Batalha é de **165cm a 180cm** (aplicável a mulheres e homens).",As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,100.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,"  Com base no contexto fornecido, a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024 é de **5 496,86 €**.","A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",100.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  Com base no contexto fornecido (Artigo 228.º), os limites anuais de trabalho suplementar por trabalhador, segundo a lei geral, são os seguintes:  - **Microempresa ou pequena empresa:** cento e setenta e cinco (175) horas por ano; - **Média ou grande empresa:** cento e cinquenta (150) horas por ano; - **Trabalhador a tempo parcial:** oitenta (80) horas por ano, ou o número de horas correspondente à proporção entre o respetivo período normal de trabalho e o de um trabalhador a tempo completo em situação comparável, quando este for superior.  *(Nota: O contexto indica ainda que, para trabalhadores com vínculo de emprego público, o limite geral é de 150 horas por ano, conforme o Artigo 120.º.)*","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",70.0
13,Qual o número máximo de horas de trabalho suplementar por dia normal de trabalho?,"  Com base no contexto fornecido (Artigo 228.º, n.º 1, alínea d), o número máximo de horas de trabalho suplementar por dia normal de trabalho é de **duas horas**.",O limite é de duas horas por dia normal de trabalho.,100.0
14,Qual o Infotipo utilizado para registar contingentes de presença no SIGRHV?,"  Com base no contexto fornecido, o infotipo utilizado para registar contingentes de presença é o **2007** (Contingentes de Presenças).",O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
15,Qual é o Infotipo do SIGRHV utilizado para registar contingentes de presença?,"  Com base no contexto fornecido, o infotipo utilizado para registar contingentes de presença é o **Infotipo 2007 - Contingentes de Presenças**.",O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
16,Quais são as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva?,"  Com base no contexto fornecido (Artigo 30.º), as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do activo ou de reserva são:  * **Penas gerais** (aplicáveis por ordem crescente de gravidade): Repreensão, Repreensão agravada, Proibição de saída, Suspensão de serviço e Prisão disciplinar. * **Penas adicionais específicas** para esta categoria: Reforma compulsiva e Separação de serviço.","As penas disciplinares aplicáveis aos militares dos quadros permanentes no ativo ou reserva são: repreensão, repreensão agravada, proibição de saída, suspensão de serviço, prisão disciplinar, reforma compulsiva e separação de serviço.",90.0
17,Qual a duração máxima da pena de proibição de saída?,"  Com base no contexto fornecido, a duração máxima da pena de proibição de saída é de **20 dias**.",A pena de proibição de saída tem duração não superior a 20 dias.,100.0
18,O que consiste a pena de repreensão agravada para oficiais e sargentos?,"  Com base no contexto fornecido, a pena de repreensão agravada consiste na declaração feita ao infractor de que sofre reparo por ter praticado uma infracção disciplinar.   No caso específico de **oficiais e sargentos**, esta é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste último caso, mais antigos, da unidade, estabelecimento ou órgão a que o infractor pertencer ou em que estiver apresentado.","A repreensão agravada a oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infrator pertencer.",85.0
19,Qual é o período de suspensão de serviço que pode ser aplicado como pena disciplinar?,"  Com base no contexto fornecido, a pena de suspensão de serviço traduz-se no afastamento completo do serviço pelo período que for fixado, **entre cinco e 90 dias**.","A pena de suspensão de serviço traduz-se no afastamento completo do serviço por um período que for fixado, entre cinco e 90 dias.",99.0
20,A que consiste a pena de separação de serviço?,"  Com base no contexto fornecido, a pena de separação de serviço consiste no **afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.**  Esta pena é aplicável ao militar cujo comportamento, pela sua excepcional gravidade, se revele incompatível com a permanência nos quadros das Forças Armadas.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",95.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?,"  Com base no contexto fornecido, o código de transação para atualizar dados mestre de pessoal no SIGRHV é **PA30**.",O código de transação para atualizar dados mestre de pessoal é PA30.,100.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?,Error: Request timed out.,O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,0.0
23,Que medida deve ser executada para registar uma reclassificação de um militar?,"  Com base no contexto fornecido, para registar uma reclassificação de um militar no sistema, deve ser executada a medida **'Reclassificação / Transferência de Quadro Especial'** (identificada no sistema pelo código **B4 - Reclassificação/Transf.QEsp**).","A medida a executar é Reclassificação / Transferência de Quadro Especial, onde será registada a nova especialidade no IT0337 – Categoria / Posto.",90.0
24,Onde devem ser registados os documentos que constituem o Processo Individual do militar?,"  Com base no contexto fornecido, os documentos que constituem o Processo Individual (PIND) do militar devem ser registados no sistema de informação através do Infotipo (IT) **""Índice de documentos""** (especificamente o infotipo 9009, acedido na transação PA30).   Este registo tem como objetivo identificar os documentos arquivados no PIND físico e facilitar a respetiva pesquisa. Sempre que haja necessidade de arquivar documentação no processo individual, deve ser atualizado este IT.","Os documentos devem ser registados no IT Índice de documentos (IT 9009), que tem como objetivo o registo dos vários documentos que irão constituir o Processo Individual do militar.",90.0
25,Qual é a área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos?,"  De acordo com o contexto fornecido, a área geográfica de prestação de serviço preferencial para Operações Especiais é **Lamego**.   (Nota adicional presente no contexto: embora a área possa ser indicada como ""Todas"", nos primeiros 2 anos o serviço terá de ser prestado em unidades da especialidade em Lamego.)",A área geográfica de prestação de serviço preferencial para Operações Especiais é Lamego.,95.0
26,Quantas especialidades existem para admissão de Praças em Regime de Contrato Especial (RCE)?,"  Com base no contexto fornecido, existem **14 (catorze)** especialidades (também designadas no documento como situações funcionais) estabelecidas para admissão de Praças em Regime de Contrato Especial (RCE).   Estas especialidades são: Alimentação, Eletricidade, Gestão Equina, Informática, Logística Militar, Mecânica Auto, Mecânica de Armamento, Mecânica de Carroçarias, Mecânica de Eletrónica, Multimédia, Música, Refrigeração e Climatização, Secretariado e Transportes.",Existem 14 especialidades para a admissão de Praças em Regime de Contrato Especial.,85.0
27,Qual a escolaridade mínima exigida para admissão como Praça em RCE?,"  Com base no contexto fornecido, para admissão na categoria de Praças em Regime de Contrato Especial (RCE), é exigido o **ensino secundário completo (12.º ano)** ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações (QNQ).","É necessário o Ensino Secundário completo (12º ano), ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações.",100.0
28,Quantos turnos de incorporação CFO/CEFO/CFS estavam previstos para 2024 segundo o Plano de Formação Anual?,"  De acordo com o Plano de Formação Anual 2024 (PFA 2024), estão previstos **dois (02) turnos** de incorporação CFO/CEFO/CFS para o ano de 2024.",Estavam previstos dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.,100.0
29,Qual era o efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024?,"  De acordo com o contexto fornecido, para o 1º CFO/CEFO/CFS 2024, está previsto um efetivo máximo de **96 Oficiais e 135 Sargentos**.",Estava previsto um efetivo máximo de 96 Oficiais e 135 Sargentos para o 1º CFO/CEFO/CFS 2024.,100.0
30,Qual é a remuneração base de um Major (MAJ) PR 3 em 2024?,"  Com base na Tabela Remuneratória dos Militares 2024 apresentada no contexto, a remuneração base (RB) de um Major (MAJ) com PR 3 é de **2 620,23 €**.","A remuneração base (RB) de um Major (MAJ) PR 3 é 2.620,23 €.",98.0
31,Qual a remuneração total de um 1º Sargento (1SAR) NR 20 em 2024?,"  Com base no contexto fornecido, a remuneração total de um 1º Sargento (1SAR) com NR 20 em 2024 é de **2 015,82 €**.   *(Nota: Este valor corresponde à soma da Remuneração Base de 1 596,52 € com o Suplemento da Condição Militar de 419,30 €, conforme indicado na Tabela Remuneratória dos Militares 2024 presente no contexto.)*","A remuneração total de um 1º Sargento (1SAR) NR 20 é 2.015,82 €.",95.0
32,Quantos anos de serviço efetivo são necessários para obter a medalha de ouro de comportamento exemplar?,"  De acordo com o Artigo 29.º do contexto fornecido, são necessários **30 anos de serviço efectivo** para obter a medalha de ouro de comportamento exemplar.","São necessários 30 anos de serviço efetivo, sem qualquer pena disciplinar ou criminal, para obter a medalha de ouro de comportamento exemplar.",98.0
33,Quantos anos de serviço são necessários para a medalha de prata de comportamento exemplar?,"  De acordo com o contexto fornecido, são necessários **15 anos de serviço efectivo** para a concessão da medalha de prata de comportamento exemplar. Este período deve ser cumprido sem qualquer pena disciplinar ou criminal, ou, caso o militar tenha sofrido pena não privativa de liberdade, deve completar um período igual sem sofrer nova pena.",São necessários 15 anos de serviço efetivo sem qualquer pena disciplinar ou criminal para a medalha de prata de comportamento exemplar.,95.0
34,Quais são as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA)?,"  Com base no contexto fornecido, as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA) são:  - Avaliação individual (AI); - Avaliação da formação (AF); - Avaliação disciplinar (AD); - Antiguidade no posto (AP); - Avaliação complementar (AC).","As bases do SAMMFA são: a avaliação individual (AI), a avaliação da formação (AF), a avaliação disciplinar (AD), a antiguidade no posto (AP) e a avaliação complementar (AC).",100.0
35,"Segundo a Lei Geral do Trabalho em Funções Públicas, qual é o limite máximo da sanção disciplinar de multa (por infração e por ano)?","  Segundo o Artigo 181.º da Lei Geral do Trabalho em Funções Públicas, a sanção de multa não pode exceder o valor correspondente a **seis remunerações base diárias por cada infração**, com um valor total máximo correspondente à **remuneração base de 90 dias por ano**.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,95.0
36,Como é calculada a antiguidade no posto para efeitos de promoção?,"  Com base no contexto fornecido, a antiguidade no posto para efeitos de promoção é calculada da seguinte forma:  * **Método de quantificação:** Consiste na quantificação do tempo de serviço efetivo no respetivo posto, contabilizado nos termos do EMFAR, a partir da data fixada no documento oficial de promoção e medida em dias. * **Valorização diária:** A cada dia de serviço efetivo é atribuído um valor de `0,005`. A soma destes valores é arredondada às centésimas. * **Ajuste específico para promoção por escolha:** Ao valor apurado é descontado o valor correspondente ao número de anos igual ao menor dos tempos mínimos no posto (estabelecidos no EMFAR) dos militares em apreciação, desprezando-se valores superiores a 20. * **Períodos excluídos:** Para efeitos de promoção, **não conta como antiguidade**:   * O tempo decorrido em inatividade temporária por motivo de pena criminal ou disciplinar;   * O tempo de ausência ilegítima e de deserção;   * O tempo de permanência em licença ilimitada;   * O tempo de serviço prestado antes do ingresso nos QP.  Em síntese, a antiguidade no posto reporta-se ao tempo de serviço efetivo a partir da data de antiguidade no respetivo posto, conforme o EMFAR, aplicando-se a metodologia de valorização por dia e os descontos previstos conforme a modalidade de promoção.","Para a quantificação da antiguidade é atribuído a cada dia de serviço efetivo um valor de 0,005 valores, sendo a soma dos valores arredondada às centésimas.",85.0
37,Qual é o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares?,"  Com base no contexto fornecido, o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares é o **Infotipo 0337** (referido no documento como `""Infotipo 0337 - Posto / Categoria Profissional""` ou `""Infotipo 0337 - Posto e Categoria""`). Este infotipo serve especificamente para registar o respetivo posto dos militares, a sua categoria e a descrição completa da mesma.",O Infotipo utilizado é o IT 0337 - Posto / Categoria Profissional.,90.0
38,Qual a finalidade do SAMMFA?,"  Com base no contexto fornecido (Artigo 5.º), o SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos nos ramos das Forças Armadas, designadamente quanto a: - Recrutamento e seleção; - Formação e aperfeiçoamento; - Promoção; - Progressão horizontal; - Desempenho de cargos e exercício de funções; - Renovação contratual.  Para além disso, o SAMMFA visa ainda: - Compatibilizar as competências do avaliado com os interesses e as necessidades da instituição militar; - Contribuir para incentivar o cumprimento das missões e tarefas, bem como estimular o aperfeiçoamento técnico-militar; - Atualizar e melhorar o conhecimento do potencial humano existente.","O SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos, designadamente quanto a recrutamento e seleção, formação, promoção, progressão horizontal, desempenho de cargos e renovação contratual.",80.0
39,Qual é o limite máximo de dias que pode ser aplicado como sanção de suspensão para trabalhadores em funções públicas?,"  Com base no contexto fornecido, o limite máximo de dias aplicável como sanção de suspensão é de **240 dias por ano** (sendo que a sanção varia entre 20 e 90 dias por cada infração).","A sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.",95.0
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?,"  Com base no contexto fornecido (Artigo 180.º), as sanções disciplinares aplicáveis aos trabalhadores em funções públicas são:  - Repreensão escrita; - Multa; - Suspensão; - Despedimento disciplinar ou demissão.  Adicionalmente, aos titulares de cargos dirigentes e equiparados é aplicável a sanção disciplinar de **cessação da comissão de serviço**, a título principal ou acessório.","As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",85.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?,"  Com base no contexto fornecido, o procedimento disciplinar prescreve decorridos **18 meses** (conforme o Artigo 178.º) ou **um ano** (conforme o Artigo 329.º), a contar da data em que foi instaurado, desde que, dentro desse prazo, o trabalhador não tenha sido notificado da decisão final.","O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",60.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?,"  Com base no contexto fornecido (Artigo 181.º), a sanção de multa para trabalhadores em funções públicas não pode exceder: - **Por cada infração:** o valor correspondente a **seis remunerações base diárias**; - **No total por ano:** um valor correspondente à **remuneração base de 90 dias**.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,95.0
43,Quais são as carreiras gerais no âmbito da função pública?,"  Com base no contexto fornecido, as carreiras gerais no âmbito da função pública são: - Técnico superior; - Assistente técnico; - Assistente operacional.","São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",97.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?,"  Com base no contexto fornecido, à categoria inferior de uma carreira pluricategorial corresponde um número mínimo de **oito** posições remuneratórias. (Artigo 87.º, n.º 3, alínea a).)",À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,100.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?,"  Com base no contexto fornecido, a resposta depende do regime aplicável ao trabalhador:  * **Regra geral:** São necessários **8 pontos** acumulados nas avaliações de desempenho para que haja lugar à alteração obrigatória do posicionamento remuneratório (Artigo 156.º da LTFP). * **Regime especial transitório:** Para os trabalhadores abrangidos por períodos de congelamento remuneratório (entre 30 de agosto de 2005 e 31 de dezembro de 2007, e entre 1 de janeiro de 2011 e 31 de dezembro de 2017), o número de pontos necessários foi temporariamente reduzido para **6 pontos**, aplicável nos anos de 2024 e seguintes (Artigo 3.º do Decreto-Lei n.º 75/2023).  Em suma, o valor de referência atual é de **8 pontos**, podendo ser de **6 pontos** nos casos específicos previstos no regime especial de aceleração de carreiras.",É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,85.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?,"  Com base no contexto fornecido, uma menção máxima corresponde a **3 pontos** para efeitos de alteração do posicionamento remuneratório (progressão na carreira).   *(Nota: O contexto refere ainda um regime transitório para 2025 em que a menção máxima vale 6 pontos, mas a regra geral estabelecida é de 3 pontos por menção máxima.)*",Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,95.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?,"  Com base no contexto fornecido, o Infotipo utilizado para registar ausências é o **Infotipo 2001** (Ausências).",O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,95.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?","  Com base no contexto fornecido, o registo de ausências e do descanso compensatório deve ser efetuado da seguinte forma:  * **Ausências em geral:** O registo, alteração ou eliminação de registos de ausências é feito no **Infotipo 2001 - Ausências**. * **Direitos/Contingentes de ausência:** A gestão dos direitos à ausência (número de dias ou horas autorizados) é feita no **Infotipo 2006 - Contingentes de Ausências**. * **Descanso Compensatório (subtipo 61):** De acordo com o contexto, este contingente é **gerado automaticamente** pelo sistema de avaliação de tempos e não deve ser modificado diretamente no Infotipo 2006. Caso seja necessário um ajuste manual, este deve ser realizado através do **Infotipo 2013 - Correções de contingente**.",As ausências devem ser registadas no IT 2001 - Ausências.,75.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?,"  Com base no contexto fornecido, para a categoria de **Oficial** na área funcional de Sapador de Engenharia, o requisito de altura é de **156 cm para o sexo feminino** e **160 cm para o sexo masculino**.",Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,98.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia é:  - **Sapador de Engenharia:** Espinho, S. Margarida e Tancos. - **Sapador de Engenharia - 12:** Todas, mas nos primeiros 2 anos terá de prestar serviço em U/E/O da especialidade, em Aveiro, Espinho, Santa Margarida ou Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",85.0
