Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Para ingressar na área funcional de Operações Especiais como sargento, são necessários os seguintes requisitos:  - **Escolaridade**: Possuir uma Licenciatura ou Mestrado. - **Altura**:    - Mulheres: pelo menos 156 cm   - Homens: pelo menos 160 cm  Estes requisitos garantem que os candidatos tenham a qualificação e as condições físicas adequadas para desempenhar as funções nesta área.","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",10.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **EScola de Sargentes do Exército (ESE)**, localizada em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",95.0
3,Qual é a remuneração total de um General (GEN) em 2024?,Error: Request timed out.,"A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",0.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?",Error: Request timed out.,"A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",0.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  A remuneração total de um Sargento-Ajudante (SAJ) com Nível Remuneratório (NR) 23 é **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,  O código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.  Resposta:   **PA40**,O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  O Infotipo 2003 - Substituições serve para gerenciar e alterar os horários de trabalho dos funcionários. Ele permite a substituição do horário atual por um novo ou usar as regras de horário de outro colaborador, além de registrar tolerâncias de ponto.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,95.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Para aceder ao relatório ""Síntese de Datas"", pode utilizar o código de transação **S_PH0_48000450** ou **ZHR_T_Q0016**, dependendo do contexto específico no sistema.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,78.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  A área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é:  Braga, Estremoz e S. Margarida.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,  As condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são:  - **Altura**: 165cm - 180cm (feminino e masculino).,As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,100.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,Error: Request timed out.,"A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",0.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  De acordo com a lei geral, o limite de horas de trabalho suplementar por ano é:  - **175 horas** para trabalhadores em microempresas ou pequenas empresas; - **150 horas** para trabalhadores em médias ou grandes empresas.  Estes limites podem ser aumentados mediante acordos coletivos, mas segundo a lei geral, estes são os valores máximos permitidos.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",55.0
13,Qual o número máximo de horas de trabalho suplementar por dia normal de trabalho?,  O número máximo de horas de trabalho suplementar por dia normal de trabalho é **duas horas**.,O limite é de duas horas por dia normal de trabalho.,100.0
14,Qual o Infotipo utilizado para registar contingentes de presença no SIGRHV?,  O Infotipo utilizado para registar contingentes de presença no SIGRHV é o **2007 - Contingentes de Presenças**.,O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,90.0
15,Qual é o Infotipo do SIGRHV utilizado para registar contingentes de presença?,  O Infotipo utilizado no SIGRHV para registar contingentes de presença é o **Infotipo 2007 - Contingentes de Presença**.  Resposta:   O Infotipo do SIGRHV utilizado para registar contingentes de presença é o **2007 - Contingentes de Presença**.,O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
16,Quais são as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva?,"  As penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva são as seguintes:  1. **Repreensão**   2. **Repreensão agravada**   3. **Proibição de saída**   4. **Suspensão de serviço**   5. **Prisão disciplinar**   6. **Reforma compulsiva**   7. **Separação de serviço**  Estas penas são aplicadas conforme previsto no Regulamento Disciplinar Militar, tendo em conta a gravidade da infração cometida pelo militar.","As penas disciplinares aplicáveis aos militares dos quadros permanentes no ativo ou reserva são: repreensão, repreensão agravada, proibição de saída, suspensão de serviço, prisão disciplinar, reforma compulsiva e separação de serviço.",95.0
