Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Com base no contexto fornecido, para a categoria de **Sargento** na Área Funcional de **Operações Especiais**, os requisitos são: - **Escolaridade:** 12.º ano. - **Altura:** 156 cm (feminino) e 160 cm (masculino).","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",70.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  Com base no contexto fornecido, a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **Escola de Sargentos do Exército (ESE)**, que se localiza nas **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  De acordo com a Tabela Remuneratória dos Militares 2024 indicada no contexto, a remuneração total de um General (GEN) é de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  Com base no contexto fornecido, a remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  Com base no contexto fornecido, a remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é de **2 205,29 €**. (Este valor corresponde à coluna ""TOTAL"" da tabela remuneratória para esse posto e nível remuneratório.)","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,"  Com base no contexto fornecido, o código de transação SAP mencionado para iniciar o processo de Alteração de Horário é o **PA40**.",O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  De acordo com o contexto fornecido, o infotipo 2003 - Substituições serve para realizar a substituição do horário de trabalho do colaborador. Além disso, neste infotipo deve também ser efetuado o registo de tolerâncias de ponto, através de um registo do subtipo 03-Tolerância de Ponto.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,95.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Com base no contexto fornecido, para aceder ao relatório **Síntese de datas**, deve utilizar o código de transação **S_PH0_48000450**.   *(Nota: O contexto também referencia o código **ZHR_T_Q0016** para a variante específica da ""Síntese de datas (informação do IT0019)"".)*",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,85.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é **Braga, Estremoz e S. Margarida**.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são de **165 cm a 180 cm**, tanto para mulheres como para homens.",As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,100.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,"  Com base no contexto fornecido, a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024 é de **5 496,86 €**.","A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",100.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  Com base no contexto fornecido (Artigo 228.º), os limites anuais de trabalho suplementar por trabalhador, segundo a lei geral, são os seguintes:  - **No caso de microempresa ou pequena empresa:** cento e setenta e cinco (175) horas por ano; - **No caso de média ou grande empresa:** cento e cinquenta (150) horas por ano; - **No caso de trabalhador a tempo parcial:** oitenta (80) horas por ano, ou o número de horas correspondente à proporção entre o respetivo período normal de trabalho e o de um trabalhador a tempo completo em situação comparável, quando superior.  O contexto indica ainda que estes limites podem ser aumentados até **duzentas horas por ano**, mediante instrumento de regulamentação coletiva de trabalho.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",50.0
13,Qual o número máximo de horas de trabalho suplementar por dia normal de trabalho?,"  Com base no contexto fornecido, o número máximo de horas de trabalho suplementar por dia normal de trabalho é de **duas horas** (Artigo 228.º, alínea d)).",O limite é de duas horas por dia normal de trabalho.,98.0
14,Qual o Infotipo utilizado para registar contingentes de presença no SIGRHV?,"  Com base no contexto fornecido, o infotipo utilizado para registar contingentes de presença é o **2007** (Contingentes de Presenças).",O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
15,Qual é o Infotipo do SIGRHV utilizado para registar contingentes de presença?,"  Com base no contexto fornecido, o infotipo utilizado para registar contingentes de presença é o **Infotipo 2007 - Contingentes de Presenças**.",O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,98.0
16,Quais são as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva?,"  Com base no contexto fornecido (Artigo 30.º), as penas disciplinares aplicáveis são:  - **Penas gerais** (por ordem crescente de gravidade): Repreensão, Repreensão agravada, Proibição de saída, Suspensão de serviço e Prisão disciplinar. - **Penas adicionais** aplicáveis especificamente aos militares dos quadros permanentes nas situações do activo ou de reserva: Reforma compulsiva e Separação de serviço.","As penas disciplinares aplicáveis aos militares dos quadros permanentes no ativo ou reserva são: repreensão, repreensão agravada, proibição de saída, suspensão de serviço, prisão disciplinar, reforma compulsiva e separação de serviço.",90.0
