Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Com base no contexto fornecido, para a categoria de **Sargento** na Área Funcional de **Operações Especiais**, os requisitos são:  * **Escolaridade:** 12º ano. * **Altura:** 156 cm para feminino e 160 cm para masculino.  *(Nota: O contexto refere ainda que é condição essencial saber nadar.)*","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",60.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  Com base no contexto fornecido, a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **Escola de Sargentos do Exército (ESE)**, que se localiza nas **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",99.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  De acordo com a Tabela Remuneratória dos Militares 2024 fornecida no contexto, a remuneração total de um General (GEN) é de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  De acordo com a Tabela Remuneratória dos Militares 2024 apresentada no contexto, a remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  Com base no contexto fornecido, a remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é de **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,"  Com base no contexto fornecido, o código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.",O código de transação mencionado para a medida de Alteração de Horário é PA40.,95.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  De acordo com o manual fornecido, o infotipo 2003 - Substituições serve para realizar a substituição do horário de trabalho do colaborador.   Além disso, este infotipo permite: * O registo de tolerâncias de ponto (através do subtipo 03-Tolerância de Ponto); * A substituição do intervalo atual por uma escala pré-definida ou por um novo intervalo definido manualmente; * A substituição da regra do plano de horário de trabalho (incluindo a associação à regra de outro colaborador); * A substituição do tipo de dia atual (que determina a relevância de pagamento do dia).",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,85.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Para aceder ao relatório ""Síntese de datas"", deve utilizar o código de transação **S_PH0_48000450**.   *(Nota: Caso esteja a consultar a versão específica associada à informação do IT0019, o contexto indica também o código **ZHR_T_Q0016**.)*",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,90.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é **Braga, Estremoz e S. Margarida**.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,"  De acordo com o contexto fornecido, as condições essenciais de altura para a Área Funcional de Vigilância do Campo de Batalha são de **165 cm a 180 cm** (para feminino e masculino).",As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,97.0
