Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Para ingressar na área funcional de Operações Especiais como sargento, são necessários os seguintes requisitos:  - **Escolaridade**: Possuir uma Licenciatura ou Mestrado. - **Altura**:    - Mulheres: pelo menos 156 cm   - Homens: pelo menos 160 cm  Estes requisitos garantem que os candidatos tenham a qualificação e as condições físicas adequadas para desempenhar as funções nesta área.","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",10.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **EScola de Sargentes do Exército (ESE)**, localizada em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  A remuneração total de um General (GEN) em 2024 é de **6 558,53 €**.  ---  **Explicação:**  Na tabela remuneratória dos militares para 2024, encontramos a seguinte linha referente ao posto de General (GEN):  | POSTO | PR | NR | RB       | SCM      | TOTAL     | |-------|----|----|----------|----------|-----------| | GEN   | 1  | 89 | 5 382,11 € | 1 176,42 € | 6 558,53 € |  - **RB (Remuneração Base):** 5 382,11 €   - **SCM (Suplemento Condição Militar):** 1 176,42 €    A soma destes valores resulta na remuneração total de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  A remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  A remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,  O código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.  Resposta:   **PA40**,O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  O Infotipo 2003 - Substituições serve para substituir ou ajustar o horário de trabalho de um colaborador, permitindo a definição de novos intervalos, regras de horário ou tipos de dia. Também possibilita a utilização do horário de outro empregado para cobrir as necessidades de substituição, tudo isso realizado através da transação PA30 no sistema SIGRHV.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,85.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Para aceder ao relatório **Síntese de datas**, utilize o código de transação **S_PH0_48000450**. Este código está associado diretamente ao relatório mencionado no contexto fornecido.  Portanto, a resposta é:  **Código de Transação:** S_PH0_48000450",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,98.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  A área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,  As condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são:  - **Altura**: 165cm - 180cm (feminino e masculino).,As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,98.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,"  A remuneração total de um Tenente-General (TGEN) com PR 2 em 2024 é de **5 496,86 €**.  Passo a passo:  1. **Identificação da tabela relevante**: A tabela ""TABELA REMUNERATÓRIA DOS MILITARES 2024"" contém as remunerações detalhadas para diferentes postos militares, incluindo TGEN.  2. **Localização do posto e nível pretendido**: Na tabela, procuramos a linha correspondente ao posto de Tenente-General (TGEN) com o nível PR 2.  3. **Leitura dos valores**: Na linha correspondente a TGEN com PR 2, encontramos os seguintes valores:    - Remuneração base: 4 497,38 €    - Suplemento Condição Militar: 999,48 €    - Total: 5 496,86 €  Portanto, a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024 é **5 496,86 €**.","A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",100.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  De acordo com a legislação geral, as horas de trabalho suplementar permitidas por ano variam conforme o tamanho da empresa e o tipo de trabalhador:  - **Micro ou pequenas empresas**: Até 175 horas por ano. - **Médias ou grandes empresas**: Até 150 horas por ano. - **Trabalhadores a tempo parcial**: 80 horas ou proporção equivalente ao trabalho a tempo completo.  Além disso, é possível aumentar esses limites: - Até 200 horas por ano mediante acordos coletivos de trabalho. - Em casos específicos, como força maior ou prevenção de danos graves, pode haver exceções.  Portanto, o limite geral varia entre 150 e 175 horas, podendo chegar a 200 horas com acordos específicos.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",30.0
