Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Para ingressar na área funcional de Operações Especiais como Sargento, são necessários os seguintes requisitos:  - **Escolaridade**: Possuir Qualquer Licenciatura ou Mestrado. - **Altura**: 156 cm para mulheres e 160 cm para homens.  Estes requisitos garantem que os candidatos tenham a qualificação adequada e as condições físicas necessárias para desempenhar as funções na área de Operações Especiais.","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",30.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **EScola de Sargentes do Exército (ESE)**, localizada em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",98.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  A remuneração total de um General (GEN) em 2024 é de **6 558,53 €**.  ---  **Explicação:**  De acordo com a tabela remuneratória fornecida no contexto:  | POSTO | PR | NR | RB       | SCM      | TOTAL     | |-------|----|----|----------|----------|-----------| | GEN   | 1  | 89 | 5 382,11 € | 1 176,42 € | 6 558,53 € |  - **RB (Remuneração Base):** 5 382,11 €   - **SCM (Suplemento Condição Militar):** 1 176,42 €    A soma destes valores resulta na remuneração total de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  A remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.  Resposta: A remuneração base para um Cad Aluno do 1º Ano é de 203,51 euros.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",95.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  A remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,  O código de transação SAP para iniciar o processo de Alteração de Horário é **PA40**.,O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  O Infotipo 2003 - Substituições serve para gerenciar substituições no horário de trabalho dos funcionários. Ele permite:  1. **Substituição do Horário**: Alterar o horário atual de um colaborador por um novo, incluindo a definição de intervalos e escalas. 2. **Tolerâncias de Ponto**: Registrar tolerâncias de ponto usando o subtipo 03 (TOLP). 3. **Tipos de Dia**: Alterar o tipo de dia, afetando a relevância do pagamento. 4. **Intervalos Personalizados**: Substituir intervalos atuais por escalas pré-definidas ou criar novos.  Este infotipo é acessado via transação PA30 e permite configurar detalhes como número pessoal, período de validade, jornada de trabalho individual e planos horários diários.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,85.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Para aceder ao relatório ""Síntese de Datas"", pode utilizar o código de transação **S_PH0_48000450** ou **ZHR_T_Q0016**, dependendo do contexto específico no sistema.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,75.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  A área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é:  Braga, Estremoz e S. Margarida.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,  As condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são:  - **Altura**: 165cm - 180cm (feminino e masculino).,As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,100.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,"  A remuneração total de um Tenente-General (TGEN) com PR 2 em 2024 é **5 496,86 €**.","A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",100.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  De acordo com a lei geral, o limite de horas de trabalho suplementar por ano é:  - **175 horas** para trabalhadores em microempresas ou pequenas empresas; - **150 horas** para trabalhadores em médias ou grandes empresas.  Estes limites podem ser aumentados mediante acordos coletivos ou individuais, mas segundo a lei geral, as cifras base são 175 e 150 horas anuais.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",50.0
