Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Com base no contexto fornecido, para a categoria de **Sargento** na Área Funcional de Operações Especiais, os requisitos solicitados são:  * **Escolaridade:** 12.º ano. * **Altura:** 156 cm para feminino e 160 cm para masculino.","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",60.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  Com base no contexto fornecido, a unidade responsável pela formação inicial para todas as áreas funcionais é a **Escola de Sargentos do Exército (ESE)**, que se localiza em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  Com base no contexto fornecido, a remuneração total de um General (GEN) em 2024 é de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  De acordo com a Tabela Remuneratória dos Militares 2024 apresentada no contexto, a remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  Com base no contexto fornecido, a remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é de **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,"  Com base no contexto fornecido, o código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.",O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  De acordo com o contexto fornecido, o infotipo 2003 - Substituições serve para **realizar a substituição do horário de trabalho do colaborador**.  Além disso, o manual indica que este infotipo é também utilizado para: - O registo de tolerâncias de ponto (através do subtipo 03); - A gestão do horário por turnos, incluindo o registo de dias de descanso e folga em dias úteis e o tempo de trabalho realizado nos dias de descanso complementares e obrigatórios; - A substituição de intervalos, regras do plano de horário de trabalho ou tipos de dia.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,80.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Com base no contexto fornecido, pode aceder ao relatório **Síntese de datas** utilizando os seguintes códigos de transação:  * `S_PH0_48000450` * `ZHR_T_Q0016`  Basta introduzir um destes códigos na caixa de introdução rápida do sistema para abrir o respetivo relatório.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,70.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é **Braga, Estremoz e S. Margarida**.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são de **165 cm a 180 cm**, tanto para mulheres como para homens.",As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,98.0
