Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Para ingressar na área funcional de Operações Especiais como sargento, são necessários os seguintes requisitos:  - **Escolaridade**: Possuir uma Licenciatura ou Mestrado. - **Altura**: 156 cm para mulheres e 160 cm para homens.  Estes requisitos garantem que os candidatos tenham a qualificação adequada e as condições físicas necessárias para desempenhar as funções na área de Operações Especiais.","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",20.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **ESCOLA DE SARGENTOS DO EXÉRCITO (ESE)**, localizada em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  A remuneração total de um General (GEN) em 2024 é de **6 558,53 €**.  Resposta: A remuneração total de um General (GEN) em 2024 é de 6 558,53 euros.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",98.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  A remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  A remuneração total de um Sargento-Ajudante (SAJ) com Nível Remuneratório (NR) 23 é **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,  O código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.  Resposta:   **PA40**,O código de transação mencionado para a medida de Alteração de Horário é PA40.,98.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  O Infotipo 2003 - Substituições serve para gerenciar substituições de horário de trabalho. Ele permite a criação de registros de substituição, incluindo alterações no tipo de dia (como dias livres pagos ou não pagos), ajustes em escalas de intervalo e associação de regras de horário de outros funcionários. Também é utilizado para registrar tolerâncias de ponto e planos diários de trabalho.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,85.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Para aceder ao relatório ""Síntese de Datas"", pode utilizar o código de transação **S_PH0_48000450** ou **ZHR_T_Q0016**, dependendo do contexto específico no sistema.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,80.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  A área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.  Braga, Estremoz e Santa Margarida são as áreas preferenciais para a prestação de serviços na função de Vigilância do Campo de Batalha.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",95.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,  As condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são:  - **Altura**: 165cm - 180cm (feminino e masculino).,As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,100.0
