Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?",Error: Request timed out.,"Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",0.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **ESCOLA DE SARGENTOS DO EXÉRCITO (ESE)**, localizada em **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  A remuneração total de um General (GEN) em 2024 é de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",100.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  A remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  A remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,  O código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.  Resposta:   **PA40**,O código de transação mencionado para a medida de Alteração de Horário é PA40.,100.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  O Infotipo 2003 - Substituições serve para realizar substituições no horário de trabalho dos colaboradores. Isso inclui a alteração do horário de trabalho, a definição de tolerâncias de ponto e a associação de regras de planos de horário de outros funcionários. Também é utilizado para registrar ausências com sobreposição em pausas e para gerenciar turnos de trabalho.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,75.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  Para aceder ao relatório **Síntese de Datas**, pode utilizar o código de transação **S_PH0_48000450** ou **ZHR_T_Q0016**. Ambos os códigos permitem visualizar as datas e alertas registados, ajudando a monitorizar prazos e atividades relevantes.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,80.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  A área geográfica de prestação de serviço preferencial para a Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.  Braga, Estremoz e Santa Margarida são as áreas onde a funcionalidade de Vigilância do Campo de Batalha tem prioridade na prestação de serviços.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",95.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,  As condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são:  - **Altura**: 165cm - 180cm (feminino e masculino).,As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,100.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,Error: Request timed out.,"A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",0.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  De acordo com a lei geral, o limite de horas de trabalho suplementar por ano é:  - **175 horas** para microempresas ou pequenas empresas; - **150 horas** para médias ou grandes empresas; - **80 horas** (ou proporção equivalente) para trabalhadores a tempo parcial.  Portanto, o limite máximo geralmente permitido é de **150 horas por ano**, exceto em casos específicos como microempresas ou pequenas empresas que podem chegar a 175 horas.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",70.0
13,Qual o número máximo de horas de trabalho suplementar por dia normal de trabalho?,  O número máximo de horas de trabalho suplementar por dia normal de trabalho é **duas horas**.,O limite é de duas horas por dia normal de trabalho.,100.0
14,Qual o Infotipo utilizado para registar contingentes de presença no SIGRHV?,  O Infotipo utilizado para registar contingentes de presença no SIGRHV é o **2007 - Contingentes de Presenças**.  Resposta: O Infotipo utilizado para registar contingentes de presença no SIGRHV é o 2007.,O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,70.0
15,Qual é o Infotipo do SIGRHV utilizado para registar contingentes de presença?,  O Infotipo utilizado no SIGRHV para registar contingentes de presença é o **Infotipo 2007 - Contingentes de Presença**. Este infotipo serve para gerir os direitos ao trabalho suplementar e contém um número determinado de dias ou horas durante as quais os colaboradores têm trabalho extraordinário aprovado ou por aprovar.  Resposta:   O Infotipo utilizado é o **2007 - Contingentes de Presença**.,O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,85.0
16,Quais são as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva?,"  As penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva são as seguintes:  1. **Repreensão**   2. **Repreensão agravada**   3. **Proibição de saída**   4. **Suspensão de serviço**   5. **Prisão disciplinar**   6. **Reforma compulsiva**   7. **Separação de serviço**  Estas penas são previstas no artigo 30.º do Regulamento Disciplinar Militar, que estabelece as sanções aplicáveis para infracções disciplinares cometidas por militares em situação de activo ou reserva.","As penas disciplinares aplicáveis aos militares dos quadros permanentes no ativo ou reserva são: repreensão, repreensão agravada, proibição de saída, suspensão de serviço, prisão disciplinar, reforma compulsiva e separação de serviço.",98.0
17,Qual a duração máxima da pena de proibição de saída?,  A duração máxima da pena de proibição de saída é **20 dias**.,A pena de proibição de saída tem duração não superior a 20 dias.,100.0
18,O que consiste a pena de repreensão agravada para oficiais e sargentos?,"  A pena de repreensão agravada consiste na declaração feita ao infrator de que sofre reparo por ter praticado uma infração disciplinar. Para oficiais e sargentos, essa sanção é aplicada na presença de outros oficiais ou sargentos de posto superior ou igual, mas mais antigos, da unidade a que o infrator pertencer.","A repreensão agravada a oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infrator pertencer.",90.0
19,Qual é o período de suspensão de serviço que pode ser aplicado como pena disciplinar?,"  O período de suspensão de serviço que pode ser aplicado como pena disciplinar varia entre **cinco e noventa dias**, conforme estabelecido na legislação referente a medidas disciplinares.","A pena de suspensão de serviço traduz-se no afastamento completo do serviço por um período que for fixado, entre cinco e 90 dias.",100.0
20,A que consiste a pena de separação de serviço?,"  A pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares. No entanto, isso não prejudica o direito à pensão de reforma. Essa pena é aplicada quando o comportamento do militar revela incompatibilidade com a permanência nas Forças Armadas devido à sua excepcional gravidade.  **Resposta:** A pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares. O militar mantém o direito à pensão de reforma.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",85.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?,  O código de transação para atualizar dados mestre de pessoal no SIGRHV é **PA30**.,O código de transação para atualizar dados mestre de pessoal é PA30.,100.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?,  O Infotipo utilizado para registar movimentos e mobilidades de pessoal é o **Infotipo 9011 - Movimentos e Mobilidades**.  Resposta:   O Infotipo utilizado para registar movimentos e mobilidades de pessoal é o **Infotipo 9011 - Movimentos e Mobilidades**.,O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,95.0
23,Que medida deve ser executada para registar uma reclassificação de um militar?,"  A medida que deve ser executada para registar uma reclassificação de um militar é a **""B4 - Reclassificação/Transf.QEsp""**, com o código de transação **PA40**.  Resposta: A medida a executar é ""Reclassificação/Transf.QEsp"" (código PA40).","A medida a executar é Reclassificação / Transferência de Quadro Especial, onde será registada a nova especialidade no IT0337 – Categoria / Posto.",70.0
24,Onde devem ser registados os documentos que constituem o Processo Individual do militar?,"  Os documentos que constituem o Processo Individual do militar devem ser registados no próprio Processo Individual do militar. De acordo com as Normas de Gestão do Processo Individual no Exército, os documentos são registados, numerados e classificados, sendo arquivados em capa onde se indicam detalhes como o Comando Funcional, a Unidade/Estabelecimento/Orgão (U/E/O), número de identificação, posto/categoria, quadro especial ou nome completo do militar.","Os documentos devem ser registados no IT Índice de documentos (IT 9009), que tem como objetivo o registo dos vários documentos que irão constituir o Processo Individual do militar.",50.0
25,Qual é a área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos?,  A área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos é **Lamego**.,A área geográfica de prestação de serviço preferencial para Operações Especiais é Lamego.,100.0
26,Quantas especialidades existem para admissão de Praças em Regime de Contrato Especial (RCE)?,  Existem 14 especialidades aprovadas para admissão de Praças no Regime de Contrato Especial (RCE).,Existem 14 especialidades para a admissão de Praças em Regime de Contrato Especial.,98.0
