Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
1,"Quais são os requisitos de entrada de sargentos para a área funcional Operações Especiais, em termos de altura e escolaridade?","  Com base no contexto fornecido, para a categoria de **Sargento** na Área Funcional de **Operações Especiais**, os requisitos são:  * **Escolaridade:** 12.º ano. * **Altura:** 156 cm para mulheres e 160 cm para homens.  *(Nota: O contexto indica ainda que ""Saber nadar"" é uma condição essencial para esta área funcional.)*","Os requisitos para a área funcional Operações Especiais são ter o 12º ano, saber nadar e ter uma altura de 162cm (feminino e masculino), no caso de sargentos.",60.0
2,Qual é a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais e onde se localiza?,"  Com base no contexto fornecido, a unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a **Escola de Sargentos do Exército (ESE)**, que se localiza nas **Caldas da Rainha**.","A unidade responsável pela formação inicial de Sargentos para todas as áreas funcionais é a Escola de Sargentos do Exército (ESE), localizada em Caldas da Rainha.",100.0
3,Qual é a remuneração total de um General (GEN) em 2024?,"  De acordo com a Tabela Remuneratória dos Militares 2024 fornecida no contexto, a remuneração total de um General (GEN) é de **6 558,53 €**.","A remuneração total (TOTAL) de um General (GEN) é 6.558,53 €.",98.0
4,"Quanto ganha, em termos de remuneração base (RB), um Cad Aluno do 1º Ano?","  Com base no contexto fornecido, a remuneração base (RB) de um Cad Aluno do 1º Ano é de **203,51 €**.","A remuneração base (RB) de um Cad Aluno do 1º Ano é 203,51 €.",100.0
5,"Qual é a remuneração total de um Sargento-Ajudante (SAJ), NR 23?","  Com base no contexto fornecido, a remuneração total de um Sargento-Ajudante (SAJ) com NR 23 é de **2 205,29 €**.","A remuneração total para Sargento-Ajudante (SAJ) NR 23 é de 2.205,29 €.",100.0
6,Qual é o código de transação SAP mencionado para iniciar o processo de Alteração de Horário?,"  Com base no contexto fornecido, o código de transação SAP mencionado para iniciar o processo de Alteração de Horário é **PA40**.",O código de transação mencionado para a medida de Alteração de Horário é PA40.,98.0
7,"Para que serve o Infotipo 2003 Substituições, de acordo com o manual?","  De acordo com o manual, o infotipo 2003 - Substituições serve para realizar a substituição do horário de trabalho do colaborador. Este infotipo é também utilizado para o registo de tolerâncias de ponto, através do subtipo 03.",O Infotipo 2003 Substituições serve para realizar a substituição do horário de trabalho do colaborador. O registo de tolerâncias de ponto também deve ser efetuado neste infotipo.,95.0
8,Como posso aceder ao relatório Síntese de datas utilizando um código de transação?,"  De acordo com o contexto fornecido, para aceder ao relatório **Síntese de datas**, deve utilizar o código de transação **S_PH0_48000450**.   Caso a consulta se refira especificamente à informação do IT0019, o contexto também indica o código de transação **ZHR_T_Q0016**. Basta introduzir o código respetivo na caixa de introdução rápida do sistema.",Pode aceder ao relatório Síntese de datas utilizando o código de transação S_PH0_48000450.,80.0
9,Qual a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional Vigilância do Campo de Batalha é **Braga, Estremoz e S. Margarida**.","A área geográfica de prestação de serviço preferencial para Vigilância do Campo de Batalha é Braga, Estremoz e S. Margarida.",100.0
10,Quais são as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha?,"  De acordo com o contexto fornecido, as condições essenciais de altura para a área funcional Vigilância do Campo de Batalha são de **165 cm a 180 cm**, tanto para mulheres como para homens.",As condições essenciais de altura para Vigilância do Campo de Batalha são 165cm - 180cm (feminino e masculino).,98.0
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,"  Com base no contexto fornecido, a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024 é de **5 496,86 €**.","A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",100.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","  Com base no contexto fornecido (Artigo 228.º), os limites anuais de trabalho suplementar por trabalhador são os seguintes:  - No caso de microempresa ou pequena empresa: **cento e setenta e cinco (175) horas** por ano; - No caso de média ou grande empresa: **cento e cinquenta (150) horas** por ano; - No caso de trabalhador a tempo parcial: **oitenta (80) horas** por ano, ou o número de horas correspondente à proporção entre o respetivo período normal de trabalho e o de um trabalhador a tempo completo em situação comparável, quando superior.  O contexto indica ainda que estes limites podem ser aumentados mediante instrumento de regulamentação coletiva de trabalho ou, em certos casos, por acordo escrito entre o trabalhador e o empregador.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",40.0
13,Qual o número máximo de horas de trabalho suplementar por dia normal de trabalho?,"  De acordo com o Artigo 228.º indicado no contexto, o número máximo de horas de trabalho suplementar por dia normal de trabalho é de **duas horas**.",O limite é de duas horas por dia normal de trabalho.,100.0
14,Qual o Infotipo utilizado para registar contingentes de presença no SIGRHV?,"  Com base no contexto fornecido, o infotipo utilizado para registar contingentes de presença é o **2007 - Contingentes de Presenças**.",O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
15,Qual é o Infotipo do SIGRHV utilizado para registar contingentes de presença?,"  Com base no contexto fornecido, o infotipo utilizado para registar contingentes de presença é o **Infotipo 2007 - Contingentes de Presenças**.",O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
16,Quais são as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva?,"  Com base no contexto fornecido (Artigo 30.º), aos militares dos quadros permanentes nas situações do activo ou de reserva são aplicáveis, por ordem crescente de gravidade, as seguintes penas disciplinares:  - Repreensão; - Repreensão agravada; - Proibição de saída; - Suspensão de serviço; - Prisão disciplinar.  Além destas, poderão ainda ser-lhes aplicadas as seguintes penas: - Reforma compulsiva; - Separação de serviço.","As penas disciplinares aplicáveis aos militares dos quadros permanentes no ativo ou reserva são: repreensão, repreensão agravada, proibição de saída, suspensão de serviço, prisão disciplinar, reforma compulsiva e separação de serviço.",95.0
17,Qual a duração máxima da pena de proibição de saída?,"  Com base no contexto fornecido, a pena de proibição de saída tem uma duração não superior a **20 dias**.",A pena de proibição de saída tem duração não superior a 20 dias.,100.0
18,O que consiste a pena de repreensão agravada para oficiais e sargentos?,"  De acordo com o contexto fornecido, a pena de repreensão agravada para oficiais e sargentos consiste na declaração feita ao infractor de que sofre reparo por ter praticado uma infracção disciplinar.   Esta é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste último caso, de maior antiguidade, da unidade, estabelecimento ou órgão a que o infractor pertencer ou em que estiver apresentado.","A repreensão agravada a oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infrator pertencer.",90.0
19,Qual é o período de suspensão de serviço que pode ser aplicado como pena disciplinar?,"  Com base no contexto fornecido, a pena de suspensão de serviço traduz-se no afastamento completo do serviço pelo período que for fixado, **entre cinco e 90 dias**.   *(Nota: no contexto, esta designação refere-se especificamente ao regime militar. Para trabalhadores em funções públicas, a sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.)*","A pena de suspensão de serviço traduz-se no afastamento completo do serviço por um período que for fixado, entre cinco e 90 dias.",90.0
20,A que consiste a pena de separação de serviço?,"  Com base no contexto fornecido, a pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.   Esta pena é aplicável ao militar cujo comportamento, pela sua excepcional gravidade, se revele incompatível com a permanência nos quadros das Forças Armadas.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",95.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?,"  Com base no contexto fornecido, o código de transação para atualizar dados mestre de pessoal é o **PA30**.",O código de transação para atualizar dados mestre de pessoal é PA30.,95.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?,"  Com base no contexto fornecido, o Infotipo utilizado para registar movimentos e mobilidades de pessoal é o **9011** (referido no documento como **Infotipo 9011 - Movimentos e Mobilidades** ou **Infotipo 9011 - Movimentos Mobilidade**).",O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,95.0
